Names,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor
,0.00067033,0.022442,0,0,0,0,0,0,0,0,0.012047,0,0,0,0,0,0,0.000027753,0,0,0,0,0.017845,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.00024616,0.00E+00,0,0,0,0,0,0,0,0,1.96E-05,0,1.57E-05,9.6202E-07,0,6.29E-06,0,0.00E+00,0.00E+00,0,0,0,5.19E-05,2.07E-01,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0.00067033,0.022442,0,0,0,0,0,0,0,0,0.012047,0,0,0,0,0,0,0.000027753,0,0,0,0,0.017845,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.00024616,0.00E+00,0,0,0,0,0,0,0,0,1.96E-05,0,1.57E-05,9.6202E-07,0,6.29E-06,0,0.00E+00,0.00E+00,0,0,0,5.19E-05,2.07E-01,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0,0,0,0,0,0,0,0,0,0.029341,0.0059159,0,0,0,0,0,0,0.000027753,0,0,0,0,0.017845,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.00024616,0.00E+00,0,0,0,0,0,0,0,0,1.96E-05,0,1.57E-05,9.6202E-07,0,6.29E-06,0,0.00E+00,0.00E+00,0,0,0,5.19E-05,2.07E-01,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0,0,0,0,0,0,0,0,0,0.029341,0.0059159,0,0.00E+00,0,0,0,0,0.000027753,0,0,0,0,0.017845,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.00024616,0.00E+00,0,0,0,0,0,0,0,0,1.96E-05,0,1.57E-05,9.6202E-07,0,6.29E-06,0,0.00E+00,0.00E+00,0,0,0,5.19E-05,2.07E-01,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0,0,0,0,0,0,0,0,0,0.029341,0.0059159,0,0.00E+00,0,0,0,0,0.000027753,0,0,0,0,0.017845,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,1.57E-05,9.6202E-07,0,6.29E-06,0,0.00E+00,0.00E+00,0,0,0,5.19E-05,2.07E-01,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0,0,0,0,0,0,0,0,0,0.029341,0.0059159,0,0.00E+00,0,0,0,0,0.000027753,0,0,0,0,0.017845,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0.026147,0.0043156,0,0,0,0,0,0,0,0,0.0059159,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.24E-08,0,0.00E+00,0,0,0,3.0096E-06,0,0,0.00E+00,2.77E-07,0.00E+00
,0.026147,0.0043156,0,0,0,0,0,0,0,0,0.0059159,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0.00E+00,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0,0,0,0,0,0,0,0,0,0,0.00073186,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,4.4872E-06,0.000018539,0,0.00E+00,0,0,0,0,0,0,3.61E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.000882,0,0,0,0,0.00011474,0,0,0,0,0.035615,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,0,0,0,1.80E-07,0,0.000026731,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.030757,0,0,0,0,0,0,0,0,0,0.0059159,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0,0.0015941,0,0,0,0.00013287,0,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,0,0,0,1.80E-07,0,0.000026731,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.030757,0,0,0,0,0,0,0,0,0,0.0059159,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0.00E+00,0.0015941,0,0,0,0.00013287,0,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.030757,0,0,0,0,0,0,0,0,0,0.0059159,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0.000016993,0,0.00E+00,0.0015941,0,0,0,0.00013287,0,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0,0.0051838,0,0,0,0,0,0,0,0,0.00058907,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0.022203,0,0,0,0,0.0025432,0,0,0,0,0.012047,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0,0,0,0,0,0,0,0,0,0,0.018427,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0,0,0,0,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0.0003309,0,0.0002247,0.00E+00,0,0,0,0,7.6063E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0.0003309,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0.0003309,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00041023,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0.0003309,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00034957,0,0.00E+00,7.6586E-06,0,0.00E+00,0.000023185,0,0,0,0.00037229,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,7.55E-05,0.00E+00,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00034957,0,0.00E+00,7.6586E-06,0,0.00E+00,0.000023185,0,0,0,0.00037229,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,9.20E-07,0.00E+00,0.00E+00,6.14E-05,0,0.00E+00,0,0,0,0,1.47E-05,4.03E-01,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,8.2421E-08,0,0,0.00E+00,0,0.00E+00,3.0096E-06,0,0,0,2.77E-07,0.00E+00
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00034957,0,0.00E+00,7.6586E-06,0,0.00E+00,0.000023185,0,0,0,0.00037229,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,9.20E-07,0.00E+00,0.00E+00,6.14E-05,0,0.00E+00,0,0,0,0,1.47E-05,4.03E-01,0.00E+00,0,0,1.7975E-07,0,2.67E-05,0,0,0,0,1.92E-06,0.00E+00,1.5351E-06,0,0,0.00E+00,0,1.35E-06,0,0,0,0,5.12E-07,3.35E-01
,0,0,0,0,0,0,0.010403,0,0,0,0.026762,0,0.016862,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0.000057029,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,0.0016129,0,0,0,0.00013287,0.62082,0.00034957,0,0.00E+00,7.6586E-06,0,0.00E+00,0.000023185,0,0,0,0.00037229,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,9.20E-07,0.00E+00,0.00E+00,6.14E-05,0,0.00E+00,0,0,0,0,1.47E-05,4.03E-01,0.00E+00,0,0,0.000027093,0,0.00E+00,0,0,0,0,1.92E-06,0.00E+00,1.5351E-06,0,0,0.00E+00,0,1.35E-06,0,0,0,0,5.12E-07,3.35E-01
,0,0.025572,0,0,0,0,0,0,0,0,0.012047,0,1.69E-02,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0.000057029,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0.00E+00,1.61E-03,0,0,0,0.00013287,0.62082,0.00034957,0,0.00E+00,7.6586E-06,0,0.00E+00,0.000023185,0,0,0,0.00037229,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,9.20E-07,0.00E+00,0.00E+00,6.14E-05,0,0.00E+00,0,0,0,0,1.47E-05,4.03E-01,0.00E+00,0,0,0.000027093,0,0.00E+00,0,0,0,0,1.92E-06,0.00E+00,1.5351E-06,0,0,0.00E+00,0,1.35E-06,0,0,0,0,5.12E-07,3.35E-01
,0,0.025572,0,0,0,0,0,0,0,0,0.012047,0,1.69E-02,0,0,0,0,0,0,0,0,0,0.0016319,0,0.00E+00,0,0.000057029,0.00E+00,0,0,0,0,0,0,0.0062901,0,0,0,0,0,0,0.0041854,0,0,0,0,0.00029491,0,0,0,0,0,0,0,0.0016129,0,0,0,0.00013287,0.62082,0.00034957,0,0.00E+00,7.6586E-06,0,0.00E+00,0.000023185,0,0,0,0.00037229,0,2.25E-04,0,0,0,0,0.00E+00,7.61E-06,0,0,0,3.57E-05,0.10404,9.20E-07,0.00E+00,0.00E+00,6.14E-05,0,0.00E+00,0,0,0,0,1.47E-05,4.03E-01,0.00E+00,0,0,0.000027093,0,0,0,0,0,0,1.92E-06,0.00E+00,1.5351E-06,0,0,0.00E+00,0,1.35E-06,0,0,0,0,5.12E-07,3.35E-01
