Names,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor
,0.059482,0,0,0,0,0.0020262,0,0,0,0.077856,0.10377,0,0.0024667,0,0,0,0,0,0,0,0,0,0.12726,0,0,0,0,0,0,0.00037051,0,0,0,0,0.045354,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0,0,0,0,0,0.00026457,0,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0,0,0,0,1.2502E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.0024667,0,0,0,0,0,0,0,0,0,0.12726,0,0,0,0,0,0,0.00037051,0,0,0,0,0.045354,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0,0,0,0,0,0.00026457,0,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0,0,0,0,1.2502E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.0024667,0,0,0,0,0,0,0,0,0,0.12726,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0,0,0,0,0,0.00026457,0,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0,0,0,0,1.2502E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.0024667,0,0,0,0,0,0,0,0,0,0.12726,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0.00E+00,0,0,0,0,0.00026457,0,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0,0,0,0,1.2502E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.10246,0,0,0,0,0.000027753,0,0,0,0.02603,0.001431,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0,0,0,0,1.2502E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.10246,0,0,0,0,0.000027753,0,0,0,0.02603,0.001431,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.10246,0,0,0,0,0.000027753,0,0,0,0.02603,0.001431,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.10246,0,0,0,0,0.000027753,0,0,0,0.02603,0.001431,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,0.011236,0,0,0,0,0.00E+00,0.00068742,0,0,0,0.015856,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.10246,0,0,0,0,0.000027753,0,0,0,0.02603,0.001431,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0.21721,0,0,0,0,0,0,0,0.026762,0,0.10246,0,0,0,0,0.000027753,0,0,0,0.02603,0.001431,0,0,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,0.000059646,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.1013,0.13111,0,0,0,0,0,0,0,0,0.012047,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,5.96E-05,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,9.20E-07,0,0,0,0,0,0.00047086,0,0,0,0.0001125,6.0584,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.1013,0.13111,0,0,0,0,0,0,0,0,0.012047,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,5.96E-05,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,0.00037416,0,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.1013,0.13111,0,0,0,0,0,0,0,0,0.012047,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0.00078264,0,0.00033324,0,0,0.0028405,0,0,0,0.00095319,5.96E-05,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,0.00037416,0,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.1013,0.13111,0,0,0,0,0,0,0,0,0.012047,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.0015273,0,0,0.00E+00,0,0.00E+00,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,0.00037416,0,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.1013,0.13111,0,0,0,0,0,0,0,0,0.012047,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,1.53E-03,0,0,0,0,0,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,0.00037416,0,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0,0,0,0,0,0,0,0,0.24453,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,1.53E-03,0,0,0,0,0,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,0.00037416,0,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0,0,0,0,0,0,0,0,0,0,0.24453,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.00E+00,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,1.53E-03,0,0,0,0,0,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,0.00037416,0,7.89E-05,0,2.0275E-07,0.00011399,0,9.7661E-08,0.00E+00,0,0,0,0.000023525,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.031488,0.020114,0,0,0,0,0.028081,0,0,0,0.16751,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0.00E+00,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,1.53E-03,0,0,0,0,0,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.031488,0.020114,0,0,0,0,0.028081,0,0,0,0.16751,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0.00E+00,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,1.53E-03,0,0,0,0,0,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.031488,0.020114,0,0,0,0,0.028081,0,0,0,0.16751,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,1.53E-03,0,0,0,0,0,0.00026552,0,0,0,0.00022257,0,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.031488,0.020114,0,0,0,0,0.028081,0,0,0,0.16751,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.031488,0.020114,0,0,0,0,0.028081,0,0,0,0.16751,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0,0.0030353,0,0,0,0,0,0,0,0.04281,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.10959,0,0,0,0,0,0.019809,0,0,0,0.0016319,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0,0,0,0,0,0,0.00030972,0,0,0,0.01383,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,0.00E+00,0.00E+00,0,0.00E+00,0,1.25E-06,0,0,0,0,2.54E-05,4.64E-01
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,7.83E-07,0.00E+00,0,0.00E+00,0,0.00E+00,5.3791E-07,0,0,0,2.58E-05,0.00E+00
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,7.83E-07,0.00E+00,0,0.00E+00,0,0.00E+00,5.3791E-07,0,0,0,2.58E-05,0.00E+00
,0.0021472,0,0,0,0,0.2059,0.028081,0,0,0,0.012047,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0,0,0,0,0,0,0,0,0,0,5.03E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,7.83E-07,0.00E+00,0,0.00E+00,0,0.00E+00,5.3791E-07,0,0,0,2.58E-05,0.00E+00
,0,0,0,0.22157,0,0,0,0,0,0,0.026762,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,8.1786E-07,0,0,0,0,0,0.003538,0,0,0,0.024556,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0.000032062,0,0,0,0,0,0,0,0,0,5.04E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,7.83E-07,0.00E+00,0,0.00E+00,0,0.00E+00,5.3791E-07,0,0,0,2.58E-05,0.00E+00
,0,0,0,0.22157,0,0,0,0,0,0,0.026762,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,0,0,0,0.021117,0,8.88E-04,0,0,0,0.0058221,0.00053134,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0.000032062,0,0,0,0,0,0,0,0,0,5.04E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,5.40E-07,0,0,0,0,0.00021997,0,0,0,0,3.74E-04,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,7.83E-07,0.00E+00,0,0.00E+00,0,0.00E+00,5.3791E-07,0,0,0,2.58E-05,0.00E+00
,0,0,0,0.22157,0,0,0,0,0,0,0.026762,0,0.015786,0,0,0.00015299,0,0,0,0,0,0,0.11587,0,0.00E+00,0.023044,0,0,0,0,0.000024325,0,0,0,0.022859,0,0,0,0,0.021117,0,8.88E-04,0,0,0,0.0058221,0.00053134,0,0.0092171,0.0046194,0,0,0,0.000007151,0,0,0,0,0.00031678,0,0.000032062,0,0,0,0,0,0,0,0,0,5.04E-03,0,0.00E+00,0,0,0,0,4.0889E-06,0,0,0,0.0019994,0.000023437,0.86743,7.99E-05,0,0,0,0,0,0,0,0,0,5.21E-04,1.5176,0.00E+00,0,0,0,0,0,0,0,0,0,0.00021913,0,7.83E-07,0.00E+00,0,0.00E+00,0,0.00E+00,5.3791E-07,0,0,0,2.58E-05,0.00E+00
