Tranche,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger
1125,0.0044229,0,0,0,0.00011891,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00020337,0,0,0.00019386,0.0076429,0,0,0,0,0,0.0040493,0,0.011398,0.0067817,0.000071546,0,0,0.000080201,0.00E+00,0,0,0,0,0,0.0053569,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,4.11E-04,0,0.00E+00,4.5608E-06,1.9058E-06,0,0,0,0,0,0.00008311,0,0.00045952,0.00019688,1.71E-04,0,0,0.00E+00,0,0,0,0,0,0,2.98E-05,0,0.00015622,0.000069179,3.71E-05,0,0,0.00E+00,1.31E-05,0,0,0,0,0,1.53E-05,0,4.78E-05,1.99E-05,0.00E+00,0,0,0,4.1421E-06,0,0.00E+00,0,0,0,1.11E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1126,0.0044229,0,0,0,0.00011891,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00020337,0,0,0.00019386,0.0076429,0,0,0,0,0,0.0040493,0,0.011398,0.0067817,0.000071546,0,0,0.000080201,0.00E+00,0,0,0,0,0,0.0053569,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,4.11E-04,0,0,4.5608E-06,1.9058E-06,0,0,0,0,0,0.00008311,0,0.00045952,0.00019688,1.71E-04,0,0,0.00E+00,0,0,0,0,0,0,2.98E-05,0,0.00015622,0.000069179,0.00E+00,0,0,1.50E-07,0.00E+00,0,0,0,0,0.000056875,8.50E-06,0,4.78E-05,1.99E-05,9.96E-06,0,0,0,0,0,3.16E-06,0,0,0,2.30E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1127,0.0044229,0,0,0,0.00011891,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00020337,0,0,0.00019386,0.0076429,0,0,0,0,0,0.0040493,0,0.011398,0.0067817,7.58E-05,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0.0054685,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,4.11E-04,0,0,4.5608E-06,1.9058E-06,0,0,0,0,0,0.00008311,0,0.00045952,0.00019688,1.71E-04,0,0,0.00E+00,0,0,0,0,0,0,2.98E-05,0,0.00015622,0.000069179,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,6.60E-05,0,4.78E-05,1.99E-05,9.96E-06,0,0,0,0,0,3.16E-06,0,0,0,2.30E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1128,0.0044229,0,0,0,0.00011891,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00020337,0,0,0.00019386,0.0076429,0,0,0,0,0,0.0040493,0,0.011398,0.0067817,0,0,0,3.03E-03,0,0,0,0,0,0.0017366,0.00078291,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,4.11E-04,0,0,4.5608E-06,1.9058E-06,0,0,0,0,0,0.00008311,0,0.00045952,0.00019688,6.90E-06,0,0,1.24E-04,1.9837E-08,0,0.000041021,0,0,0,2.98E-05,0,0.00015622,0.000069179,0.00E+00,0,0,0,0,0,0,0,0,0,6.60E-05,0,4.78E-05,1.99E-05,0.00E+00,0,1.5567E-07,0.00E+00,2.5794E-07,0,0,0,0.00E+00,0,1.51E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1129,0,0,0,0,0.000012809,0,0,0,0,0,0.019522,0,0.063859,0.034743,0.00020337,0,0,0.00019386,0.0076429,0,0,0,0,0,0.0040493,0,0.011398,0.0067817,0,0,0,1.14E-04,0,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,2.78E-05,0,0,0,0.00036462,0.000024404,0,0,0,0,0.000084942,0,0.00045952,0.00019688,6.90E-06,0,0,1.24E-04,1.9837E-08,0,0.000041021,0,0,0,2.98E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0,0,0,0,6.60E-05,0,4.78E-05,1.99E-05,0.00E+00,0,1.5567E-07,0.00E+00,2.5794E-07,0,0,0,0.00E+00,0,1.51E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1130,0,0,0,0,0.000012809,0,0,0,0,0,0.019522,0,0.063859,0.034743,0.00020337,0,0,0.00019386,0.0076429,0,0,0,0,0,0.0040493,0,0.011398,0.0067817,0,0,0,1.14E-04,0,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,2.78E-05,0,0,0,0.00036462,0.000024404,0,0,0,0,0.000084942,0,0.00045952,0.00019688,6.90E-06,0,0,1.24E-04,1.9837E-08,0,0.000041021,0,0,0,2.98E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0,0,0,0,6.60E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.79E-07,0,0,0,0.000008799,0.00E+00,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1131,0,0,0,0,0.000012809,0,0,0,0,0,0.019522,0,0.063859,0.034743,0.00044522,0,0,0,0,0,0.0096231,0,0,0,0.0021342,0,0.011398,0.0067817,0.00E+00,0,0,0.00011414,0,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,0.000010082,0,0,0.000026117,0,0,0,0,0,0,0.00093974,0,0.00098668,0.00042281,2.78E-05,0,0,0,0.00036462,0.000024404,0,0,0,0,0.000084942,0,0.00045952,0.00019688,6.90E-06,0,0,0.00012356,1.9837E-08,0,0.000041021,0,0,0,2.98E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0,0,0,0,6.60E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.79E-07,0,0,0,0.000008799,0.00E+00,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1132,0.0015647,0,0,0.0084158,0,0,0,0,0,0,0.0096451,0,0.063859,0.034743,0.00015332,0,0,0,0,0,0,0,0,0,0.012145,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0,0.00015334,0,0,0,0,0,0.00076886,0,0.00098668,0.00042281,2.78E-05,0,0,0,0.00036462,0.000024404,0,0,0,0,0.000084942,0,0.00045952,0.00019688,6.90E-06,0,0,0.00012356,1.9837E-08,0,0.000041021,0,0,0,2.98E-05,0,0.00015622,0.000082041,4.74E-07,0,0,0,0,0,0,0,0,0.000049897,1.60E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1133,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00015332,0,0,0,0,0,0,0,0,0,0.012145,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,0.00E+00,0,0,1.73E-03,0.00E+00,0,0,0,0,0,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0,0.00015334,0,0,0,0,0,0.00076886,0,0.00098668,0.00042281,2.78E-05,0,0,0,0.00036462,0.000024404,0,0,0,0,0.000084942,0,0.00045952,0.00019688,6.90E-06,0,0,0.00012356,1.9837E-08,0,0.000041021,0,0,0,0.000029848,0,0.00015622,0.000082041,0.00E+00,0,0,0.00005581,2.0863E-06,0,0,0,0,0,8.56E-06,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1134,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00015332,0,0,0,0,0,0,0,0,0,0.012145,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0.00E+00,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0,0.00015334,0,0,0,0,0,0.00076886,0,0.00098668,0.00042281,2.78E-05,0,0,0,0.00036462,0.000024404,0,0,0,0,0.000084942,0,0.00045952,0.00019688,6.90E-06,0,0,0.00012356,1.9837E-08,0,0.000041021,0,0,0,0.000029848,0,0.00015622,0.000082041,0.00E+00,0,0,5.58E-05,2.09E-06,0,0,0,0,0,8.56E-06,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1135,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0,0,0,0,0,0,0,0.0007777,0,0.0094826,0.0021342,0,0.011398,0.0067817,0,0,0,1.14E-04,0,0,0,0,0,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0.00E+00,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0,0.00015334,0,0,0,0,0,0.00076886,0,0.00098668,0.00042281,3.49E-04,0,0,0,0,0,0,0,0,0,0.00015409,0,0.00045952,0.00019688,2.72E-06,0,0,0.00017332,0,0,0,0,0,0,0.000025813,0,0.00015622,0.000082041,0.00E+00,0,0,0.00005581,2.09E-06,0,0,0,0,0,8.56E-06,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1136,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0,0,0,0,0,0,0,0.0007777,0,0.0094826,0.0021342,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0.00E+00,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0,0.00015334,0,0,0,0,0,0.00076886,0,0.00098668,0.00042281,3.49E-04,0,0,0,0,0,0,0,0,0,0.00015409,0,0.00045952,0.00019688,2.72E-06,0,0,0.00017332,0,0,0,0,0,0,0.000025813,0,0.00015622,0.000082041,4.21E-06,0,0,8.5087E-07,1.49E-06,0,0,0,0,0,6.06E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1137,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0,0,0,0,0,0,0,0.0007777,0,0.0094826,0.0021342,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0.00E+00,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0.00E+00,0.00015334,0,0.00E+00,0,0,0,0.00076886,0,0.00098668,0.00042281,3.49E-04,0,0,0,0,0,0,0,0,0,0.00015409,0,0.00045952,0.00019688,2.72E-06,0,0,0.00017332,0,0,0,0,0,0,0.000025813,0,0.00015622,0.000082041,6.84E-07,0,0,9.8197E-06,0.00E+00,0,0,0,0,0.000013169,4.36E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1138,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0,0,0,0,0,0,0,0,0,0,0.012462,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0.00E+00,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0.00E+00,0.00015334,0,0.00E+00,0,0,0,0.00076886,0,0.00098668,0.00042281,3.49E-04,0,0,0,0,0,0,0,0,0,0.00015409,0,0.00045952,0.00019688,2.72E-06,0,0,0.00017332,0,0,0,0,0,0,0.000025813,0,0.00015622,0.000082041,5.86E-05,0,0,0,3.20E-07,0,0,0,0,0,8.56E-06,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1139,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.010556,0,0,0,0,0,0,0,0,0,0.0019678,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0058143,0.0018863,0.000037051,0,0,0.000039313,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0.00E+00,0.00015334,0,0.00E+00,0,0,0,0.00076886,0,0.00098668,0.00042281,0.00034949,0,0,0,0,0,0,0,0,0,1.54E-04,0,0.00045952,0.00019688,2.72E-06,0,0,1.73E-04,0,0,0,0,0,0,2.58E-05,0,0.00015622,0.000082041,7.51E-07,0,0,1.2869E-06,0.00E+00,0,0,0,0,0,6.62E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1140,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.010556,0,0,0,0,0,0,0,0,0,0.0019678,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0.00E+00,0.00015334,0,0.00E+00,0,0,0,0.00076886,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,2.7151E-06,0,0,0.00017332,0,0,0,0,0,0,2.58E-05,0,0.00015622,0.000082041,7.51E-07,0,0,1.29E-06,0,0,0,0,0,0,6.62E-05,0,4.78E-05,1.99E-05,6.75E-08,0,0,8.7879E-07,0,0,0.00E+00,0.000008799,0,0,5.90E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1141,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.000032937,0,0,0,0,0,0,0,0.010634,0,0.0021342,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0058143,0.0018863,3.71E-05,0,0,3.93E-05,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0.00E+00,0.00015334,0,0.00E+00,0,0,0,0.00076886,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,2.7151E-06,0,0,0.00017332,0,0,0,0,0,0,2.58E-05,0,0.00015622,0.000082041,7.51E-07,0,0,1.29E-06,0,0,0,0,0,0,6.62E-05,0,4.78E-05,1.99E-05,7.44E-07,0,0,0,0,0,0.00E+00,5.1771E-07,0,5.0999E-06,9.44E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1142,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.000032937,0,0,0,0.00E+00,0,0,0,0.010634,0,0.0021342,0,0.011398,0.0067817,0,0,0,0.00011414,0.00E+00,0,0,0,0.00E+00,0,0.0055067,0,0.0062577,0.0018863,3.71E-05,0,0,3.93E-05,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,5.81E-05,0,0,0.00E+00,0.00015334,0,0.00E+00,0,0,0,0.00076886,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,2.7151E-06,0,0,0.00017332,0,0,0,0,0,0,2.58E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0.000053585,0,0,0,1.55E-05,0,4.78E-05,1.99E-05,7.44E-07,0,0,0,0,0,0.00E+00,5.1771E-07,0,5.0999E-06,9.44E-06,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1143,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,1.04E-02,0,0,0.00017351,0,0,0,0.00039043,0.00015724,0,0.0019719,0,0.011398,0.0067817,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.0056533,0,0.0062577,0.0018863,3.71E-05,0,0,3.93E-05,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,2.93E-05,0,0,1.50E-07,0,0.00077242,0.00E+00,0,0,0,0.00018239,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,0,0,0,0,0,0,0,0,0,0.0001727,3.09E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0.000053585,0,0,0,1.55E-05,0,4.78E-05,1.99E-05,5.01E-08,0,0,3.94E-06,0,0,0.00E+00,0,0.00E+00,0,1.18E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1144,0.0047309,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,7.37E-04,0,0,0,0.0002533,0,0,0,0,0,0.012145,0,0.011398,0.0067817,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.0056533,0,0.0062577,0.0018863,0.000037051,0,0,0.000039313,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,2.93E-05,0,0,1.50E-07,0,0.00077242,0.00E+00,0,0,0,0.00018239,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,0,0,0,0,0,0,0,0,0,0.0001727,3.09E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0.000053585,0,0,0,1.55E-05,0,4.78E-05,1.99E-05,5.01E-08,0,0,3.94E-06,0,0,0.00E+00,0,0.00E+00,0,1.18E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1145,0.0047779,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00073725,0,0,0,0.0002533,0,0,0,0,0,0.012145,0,0.011398,0.0067817,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.0056533,0,0.0062577,0.0018863,0.000037051,0,0,0.000039313,0,0,0,0,0,0.0016953,0.00040957,0,0.0023034,0.0013017,2.93E-05,0,0,1.5008E-07,0.00E+00,0.00077242,0,0,0,0,0.00018239,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,0,0,0,0,0,0,0,0,0,0.0001727,3.09E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0.000053585,0,0,0,1.55E-05,0,4.78E-05,1.99E-05,5.01E-08,0,0,3.94E-06,0,0,0.00E+00,0,0.00E+00,0,1.18E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1146,0.0047779,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0.00073725,0,0,0,0.0002533,0,0,0,0,0,0.012145,0,0.011398,0.0067817,0.0042546,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.0015,0,0.0062577,0.0018863,0.00004752,0,0,0.000071319,0.000027826,0,0,0,0,0,0.002049,0,0.0023034,0.0013017,0.000029334,0,0,1.50E-07,0,0.00077242,0,0,0,0,0.00018239,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,0,0,0,0,0,0,0,0,0,0.0001727,3.09E-05,0,0.00015622,0.000082041,0.00E+00,0,0,0,0,0,0.000053585,0,0,0,1.55E-05,0,4.78E-05,1.99E-05,5.01E-08,0,0,3.94E-06,0,0,0.00E+00,0,0.00E+00,0,1.18E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1147,0.0047779,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0,0,0,0.00051721,0.0024791,0,0,0,0,0,0.010395,0,0.011398,0.0067817,0.0042546,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.0015,0,0.0062577,0.0018863,0,0,0,0.0018172,0,0,0,0,0,0,0.00040964,0,0.0023034,0.0013017,2.93E-05,0,0,1.5008E-07,0,0.00077242,0,0,0,0,0.00018239,0,0.00098668,0.00042281,0.00042051,0,0,0,0,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,0,0,0,0,0,0,0,0,0,0.0001727,3.09E-05,0,0.00015622,0.000082041,5.57E-05,0,0,0,1.1194E-08,0,0,0,0,0,1.53E-05,0,4.78E-05,1.99E-05,5.01E-08,0,0,3.94E-06,0.00E+00,0,0,0,0,0,1.18E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
1148,0.0047779,0,0,0,0,0,0,0,0,0,0.014989,0,0.063859,0.034743,0,0,0,0.00051721,0.0024791,0,0,0,0,0,0.010395,0,0.011398,0.0067817,0.0049803,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.0008139,0,0.0062577,0.0018863,0,0,0,0.0018172,0,0,0,0,0,0,0.00040964,0,0.0023034,0.0013017,2.93E-05,0,0,1.5008E-07,0,0.00077242,0,0,0,0,0.00018239,0,0.00098668,0.00042281,0.0004149,0,0,8.0806E-06,5.7706E-06,0,0,0,0,0,8.49E-05,0,0.00045952,0.00019688,0,0,0,0,0,0,0,0,0,0.0001727,3.09E-05,0,0.00015622,0.000082041,5.57E-05,0,0,0,1.1194E-08,0,0,0,0,0,1.53E-05,0,4.78E-05,1.99E-05,5.01E-08,0,0,3.94E-06,0.00E+00,0,0,0,0,0,1.18E-05,0,1.24E-05,5.78E-06,4.75E-08,0,0,0,3.8671E-07,0,0,0,0,0,8.11E-07,0,5.64E-07,1.48E-06
