Tranche,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger
7589,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0.000086024,0,0,0,0.17345,0,0,0.068477,0,0.040704,0.081397,0,0.13339,0.14571,0.000012329,0,0,0.00029732,0,0,0,0,0,0,0.20479,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0.04885,0,0,0.000068033,6.7827E-07,0,0.00023501,0,0,0,0.000171,0,0.01545,0.012455,7.3064E-06,0,0,0.023719,0,0,0,0,0,0,0.000083117,0,0.0066604,0.0057999,0.0015856,0,0,0.0011662,0.0016053,0,0,0,0,0,3.82E-03,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,2.56E-04,0,0,0,0.00E+00,2.0193E-07,0,0,0,0.00019051,0.00017686,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7590,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0,0,0,0,0.0046112,0.00018758,0,0,0,0.022684,0.33824,0,0.13339,0.14571,0.000012329,0,0,0.00029732,0,0,0,0,0,0,0.20479,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0.04885,0,0,0.000068033,6.7827E-07,0,0.00023501,0,0,0,0.000171,0,0.01545,0.012455,0.000058072,0,0,0,0,9.4606E-06,0,0.00036209,0,0.012355,0.011035,0,0.0066604,0.0057999,0.0015856,0,0,0.0011662,0.0016053,0,0,0,0,0,3.82E-03,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,2.56E-04,0,0,0,0.00E+00,2.0193E-07,0,0,0,0.00019051,0.00017686,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7591,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0.04885,0,0,0.000068033,6.7827E-07,0,0.00023501,0,0,0,0.000171,0,0.01545,0.012455,0.000058072,0,0,0,0,9.4606E-06,0,0.00036209,0,0.012355,0.011035,0,0.0066604,0.0057999,0.0015856,0,0,0.0011662,0.0016053,0,0,0,0,0,3.82E-03,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,2.56E-04,0,0,0,0.00E+00,2.0193E-07,0,0,0,0.00019051,0.00017686,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7592,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0.000016034,0,0,0,0.01991,0,0,0,0,0,0.029467,0,0.01545,0.012455,0.000058072,0,0,0,0,9.4606E-06,0,0.00036209,0,0.012355,0.011035,0,0.0066604,0.0057999,0.0015856,0,0,0.0011662,0.0016053,0,0,0,0,0,3.82E-03,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,1.22E-05,0,0,0.000001313,1.22E-04,5.6755E-09,0,0,0,0,0.00049161,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7593,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.000058072,0,0,0,0,9.4606E-06,0,0.00036209,0,0.012355,0.011035,0,0.0066604,0.0057999,0.0015856,0,0,0.0011662,0.0016053,0,0,0,0,0,3.82E-03,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,1.22E-05,0,0,0.000001313,1.22E-04,5.6755E-09,0,0,0,0,0.00049161,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7594,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00001921,0,0,0.023719,0,0,0,0,0,0,0.000083117,0,0.0066604,0.0057999,0.0015856,0,0,0.0011662,0.0016053,0,0,0,0,0,3.82E-03,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0.00E+00,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7595,0.000098038,0,0,0.00E+00,0,0,0.020601,0.00E+00,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00001921,0,0,0.023719,0,0,0,0,0,0,0.000083117,0,0.0066604,0.0057999,1.59E-03,0,0,0.0011662,1.61E-03,0,0,0,0,0,0.0038219,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0.00E+00,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7596,0.000098038,0,0,0,0,0,0.020601,0,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0.00E+00,1.71E-04,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.016574,0,0,0.0038546,0.0026006,0,0,0.00064762,0,0,0.00015961,0,0.0066604,0.0057999,1.59E-03,0,0,0.0011662,0.0016053,0,0,0,0,0,0.0038219,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0.00E+00,0.00E+00,0,0,0,5.9066E-06,3.83E-05,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7597,0.000098038,0,0,0,0,0,0.020601,0,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,2.26E-05,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0.00E+00,0.00017064,9.4525E-06,0.030962,0.00E+00,0,0.016528,0.0018616,0,0.01545,0.012455,0.016574,0,0,0.0038546,0.0026006,0,0,0.00064762,0,0,0.00015961,0,0.0066604,0.0057999,1.59E-03,0,0,0.0011662,0.0016053,0,0,0,0,0,0.0038219,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0.00E+00,0.00E+00,0,0,0,5.9066E-06,3.83E-05,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7598,0.000098038,0,0,0,0,0,0.020601,0,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,0.00002264,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0.00E+00,0.00017064,9.4525E-06,0.030962,0.00E+00,0,0.016528,0.0018616,0,0.01545,0.012455,0,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,0.00008311,0,0.0066604,0.0057999,1.59E-03,0,0,0.0011662,0.0016053,0,0,0,0,0,0.0038219,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7599,0.000098038,0,0,0,0,0,0.020601,0,0,0,0.50123,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.10676,0.00002264,0,0.000093869,0.0040634,0,0,0.00040957,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,8.31E-05,0,0.0066604,0.0057999,7.74E-03,0,0,0,0.00013821,0.000001638,0,0,0,0,0.00034265,0,0.0020736,0.0020379,7.5228E-07,0,0,4.7305E-07,7.95E-07,1.5046E-06,0.000011761,0,0,0.000074973,0.0023948,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7600,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.11119,0,0,7.82E-05,0,0,0,0,0,0,0.00040964,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,8.31E-05,0,0.0066604,0.0057999,7.74E-03,0,0,0,0.00013821,0.000001638,0,0,0,0,0.00034265,0,0.0020736,0.0020379,1.73E-06,0,0,3.9658E-06,4.7369E-07,7.533E-07,0,0,0,0.000040296,2.46E-03,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7601,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.11119,0,0,7.82E-05,0,0,0,0,0,0,0.00040964,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,0.00008311,0,0.0066604,0.0057999,3.54E-04,0,0,1.8542E-06,0.0028178,0,0,0,0,0,0.0050542,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7602,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000070208,0,0,0.0037069,0,0,0,0.10798,0,0,0.00077147,0,0.032113,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,8.31E-05,0,0.0066604,0.0057999,3.54E-04,0,0,1.8542E-06,0.0028178,0,0,0,0,0,0.0050542,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7603,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.012491,0,0,0,0,0,0,0,0,0,0.10006,0,0.032899,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,2.07E-02,0.0011483,0,0,0,0.0013904,0.00008311,0,0.0066604,0.0057999,8.25E-03,0,0,0,0,0,0,0,0,0,0.000029848,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7604,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.00018756,0,0,0,0.35887,0,0,0,0,0,0.0075605,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.00017292,0,0,0,0,0,0,0,0,0,0.11274,0,0.032899,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,2.07E-02,0.0011483,0,0,0,0.0013904,0.00008311,0,0.0066604,0.0057999,8.25E-03,0,0,0,0.00E+00,0,0,0,0,0,0.000029848,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.85E-04,0,0,1.2698E-07,0,0,0,0,0,5.9066E-06,0.000038293,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7605,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.0039412,0,0,0.0001876,0,0.0031267,0,0,0,0,0.35947,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.01212,0,0,0.099088,0,0,0,0,0,0,0.0021106,0,0.032899,0.027968,0,0,0,0,0.00017064,9.4525E-06,0.030962,0,0,0.016528,0.0018616,0,0.01545,0.012455,0,0,0,5.11E-04,0.020717,0.0011483,0,0,0,0.0013904,0.00008311,0,0.0066604,0.0057999,0.0082465,0,0,0,0,0,0,0,0,0,2.98E-05,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,2.31E-05,0,0,0,0,0,0,0,0,0,0.00060703,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7606,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.0039412,0,0,0.0001876,0,0.0031267,0,0,0,0,0.35947,0,0.13339,0.14571,0.068103,0,0,0.012556,0,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.048499,0,0,0,0,0,0,0.064913,0,0.032899,0.027968,0.000016037,0,0,8.3601E-06,0.00015322,0,0,0.049299,0,0,0.00018239,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,8.31E-05,0,0.0066604,0.0057999,0.0082465,0,0,0,0,0,0,0,0,0,2.98E-05,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,2.59E-05,0,0,0.00047965,0.00012245,2.0218E-07,0,0,0,0,2.2992E-06,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7607,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.0005668,0,0,0.019597,0.14388,0.00015085,0,0,0,0,0.2036,0,0.13339,0.14571,0.068103,0,0,0.012556,0.00E+00,0,0.092805,0,0,0,0.032765,0,0.065385,0.055569,0.000036003,0,0,0.048499,0,0,0,0,0,0,0.064913,0,0.032899,0.027968,0.000016037,0,0,8.3601E-06,0.00015322,0,0,0.049299,0,0,0.00018239,0,0.01545,0.012455,0.00E+00,0,0,0.00051115,0.020717,0.0011483,0,0,0,0.0013904,8.31E-05,0,0.0066604,0.0057999,0.0082465,0,0,0,0,0,0,0,0,0,2.98E-05,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,2.59E-05,0,0,0.00047965,0.00012245,2.0218E-07,0,0,0,0,2.2992E-06,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7608,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.0005668,0,0,0.019597,0.14388,0.00015085,0,0,0,0,0.2036,0,0.13339,0.14571,0.026933,0,0,0.020634,0.00017558,0.0007452,0,0,0,0,0.15822,0,0.065385,0.055569,0.000036003,0,0,0.048499,0,0,0,0,0,0,0.064913,0,0.032899,0.027968,0.000016037,0,0,8.3601E-06,0.00015322,0,0,0.049299,0,0,0.00018239,0,0.01545,0.012455,0.00E+00,0,0.00031132,7.4441E-06,0.0011414,0.004717,0,0,0,0,1.78E-02,0,0.0066604,0.0057999,0.0082465,0,0,0,0,0,0,0,0,0,2.98E-05,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.68E-04,0,0,0,5.6802E-08,0,0,0,0,0,0.000062688,0,0.00019771,0.00017099,2.35E-05,0,0,6.44E-05,2.79E-08,0.00E+00,0,0,0,0.00E+00,4.72E-07,0,0.000028047,0.000052932
7609,0,0,0,0,0,0,0,0,0,0,0.52237,0,0.4337,0.33598,0.0005668,0,0,0.019597,0.14388,0.00015085,0,0,0,0,0.2036,0,0.13339,0.14571,6.2462E-06,0,0,0.048416,0,0,0,0,0.00018066,0,0.1582,0,0.065385,0.055569,0.000036003,0,0,0.048499,0,0,0,0,0,0,0.064913,0,0.032899,0.027968,0.000016037,0,0,8.3601E-06,0.00015322,0,0,0.049299,0,0,0.00018239,0,0.01545,0.012455,1.02E-05,0,0,4.5949E-06,0,0,0,0.00022399,0,0.00096756,2.28E-02,0,0.0066604,0.0057999,0.00018727,0,0,0.00000272,0.00027696,4.0787E-06,0,0,0,0.0015446,6.28E-03,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.68E-04,0,0,0,5.6802E-08,0,0,0,0,0,0.000062688,0,0.00019771,0.00017099,4.55E-09,0,0,0.00E+00,0.00E+00,0.00E+00,0,9.1329E-08,0,0.00E+00,1.02E-04,0,0.000028047,0.000052932
7610,0.49601,0,0,0,0,0,0,0,0,0,0.02738,0,0.4337,0.33598,0.0005668,0,0,0.019597,0.14388,0.00015085,0,0,0,0,0.2036,0,0.13339,0.14571,0,0,0,0.000029329,0.20288,0,0,0.003505,0,0,0.0008139,0,0.065385,0.055569,0.000036003,0,0,0.048499,0,0,0,0,0,0,0.064913,0,0.032899,0.027968,0.000016037,0,0,8.3601E-06,0.00015322,0,0,0.049299,0,0,0.00018239,0,0.01545,0.012455,1.02E-05,0,0,4.5949E-06,0.00E+00,0,0,0.00022399,0,0.00096756,2.28E-02,0,0.0066604,0.0057999,0.000059395,0,0,0,0.0082309,0,0,0,0,0,2.58E-05,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,5.68E-04,0,0,0,5.6802E-08,0,0,0,0,0,0.000062688,0,0.00019771,0.00017099,4.55E-09,0,0,0.00E+00,0.00E+00,0.00E+00,0,9.1329E-08,0,0.00E+00,1.02E-04,0,0.000028047,0.000052932
7611,0.49601,0,0,0,0,0,0,0,0,0,0.02738,0,0.4337,0.33598,0.0005668,0,0,0.019597,0.14388,0.00015085,0,0,0,0,0.2036,0,0.13339,0.14571,0,0,0,0.000029329,0.20288,0,0,0.003505,0,0,0.0008139,0,0.065385,0.055569,0.000036003,0,0,0.048499,0,0,0,0,0,0,0.064913,0,0.032899,0.027968,0.000016037,0,0,8.3601E-06,0.00015322,0,0,0.049299,0,0,0.00018239,0,0.01545,0.012455,8.21E-04,0,0,0,0.00E+00,0,0,0.015956,0,0,7.39E-03,0,0.0066604,0.0057999,0.000001427,0,0.00097797,0,3.2437E-06,0,0,0.000030733,0,0.0037549,3.55E-03,0,0.0020736,0.0020379,8.91E-07,0,0,6.7774E-07,0.000035648,0,0,0,0,0,2.47E-03,0,0.00076738,0.00058041,0.00056834,0,0,0,5.6802E-08,0,0,0,0,0,0.000062688,0,0.00019771,0.00017099,4.55E-09,0,0,0.00E+00,0.00E+00,0.00E+00,0,9.1329E-08,0,0.00E+00,1.02E-04,0,0.000028047,0.000052932
